;;Parameter;Unit;Year;1;2;3;4;5;6;7;8;9;10;11;12
;;Mg++;mg/L;2004;;3.7;;7.3;;4.9;;6.1;;9.7;;
;;Mg++;mg/L;2005;;4.9;;9.7;;9.7;;6.1;;6.1;;
;;Mg++;mg/L;2006;;3.6;;12.2;;8.5;;12.2;;15.8;;
;;Mg++;mg/L;2007;;14.6;;14.6;;3.6;;;;;;
;;Mg++;mg/L;2008;;13.4;;10.9;;8.5;;7.3;;12.16;;
;;Mg++;mg/L;2009;;3.65;;10.94;;9.73;;;;;;
;;Mg++;mg/L;2010;;6.1;;8.5;;7.3;;10.9;;3.7;;
;;Mg++;mg/L;2011;;6.1;;15.8;;6.1;;;;;;
;;Mg++;mg/L;2012;;9.4;;21;;;;7.4;;9.6;;
;;Mg++;mg/L;2013;;5;;4.5;;5.5;;7.6;;6;;
;Mn;;;;;;;;;;;;;;;
;;Mn;µg/L;1985;;;;0;;0;;0;;0;;0
;;Mn;µg/L;1986;;;0;0;;0;;0;;0;;0
;;Mn;µg/L;1987;;;;0;;0;;;;0;;
;;Mn;µg/L;1988;;;;0;;;;0;;;;
;;Mn;µg/L;2013;;63;;;;;;;;64;;
;Na+;;;;;;;;;;;;;;;
;;Na+;mg/L;1985;;;;10.35;;17.25;;9.2;;33.35;;21.85
;;Na+;mg/L;1986;;;10.35;13.8;;12.65;;6.9;;10.35;;8.05
;;Na+;mg/L;1987;;9.2;;6.9;;9.2;;;;14.26;;11.73
;;Na+;mg/L;1988;;24.38;;13.8;;11.73;;15.64;;14.26;;10.12
;;Na+;mg/L;1989;;24.38;;15.64;;20.24;;15.64;;7.82;;7.82
;;Na+;mg/L;1991;;2.3;;9.66;;8.74;;9.66;;17.02;;16.56
;;Na+;mg/L;1992;;9.2;;12.88;;9.2;;9.66;;8.74;;8.74
;;Na+;mg/L;1994;;12.42;;10.58;;8.28;;11.5;;11.5;;15.18
;;Na+;mg/L;1995;;10.58;;10.58;;13.8;;11.5;;13.8;;12.88
;;Na+;mg/L;1996;;;;15.18;;6.9;;8.28;;12.88;;8.28
;;Na+;mg/L;1997;;11.5;;9.2;;11.5;;14.95;;12.65;;11.5
;;Na+;mg/L;1998;;5.75;;13.8;;23;;35.4;;34.5;;
;;Na+;mg/L;1999;;19.55;;19.55;;19.55;;23;;23;;14.95
;;Na+;mg/L;2000;;16.1;;34.5;;26.45;;28.75;;16.1;;19.55
;;Na+;mg/L;2001;;18.4;;9.2;;12.65;;40.25;;13.8;;
;;Na+;mg/L;2002;;13.8;;12.65;;20.7;;13.8;;20.7;;
;;Na+;mg/L;2003;;4.6;;3.45;;28.75;;16.1;;25.3;;
;;Na+;mg/L;2004;;9.2;;18.4;;8.05;;19.55;;16.1;;
;;Na+;mg/L;2005;;18.4;;9.75;;18.4;;14.95;;11.5;;
;;Na+;mg/L;2006;;23;;5.75;;19.55;;18.4;;29.9;;
;;Na+;mg/L;2007;;8.05;;16.1;;23;;;;;;
;;Na+;mg/L;2008;;32.2;;17.25;;27.6;;16.1;;34.5;;
;;Na+;mg/L;2009;;17.25;;14.95;;11.5;;;;;;
;;Na+;mg/L;2010;;9.2;;13.8;;20.7;;14.95;;10.35;;
;;Na+;mg/L;2011;;2.3;;28.75;;16.1;;;;;;
;;Na+;mg/L;2012;;5.75;;16.1;;;;10.35;;11.5;;
;;Na+;mg/L;2013;;7.86;;6.55;;8.18;;13.27;;9.09;;
;NH4-N;;;;;;;;;;;;;;;
;;NH4-N;mg/L;1985;;;;0;;0.24;;0.08;;0;;0
;;NH4-N;mg/L;1986;;;0;0.1;;0.12;;0;;0.16;;0
;;NH4-N;mg/L;1987;;0.26;;0.1;;0.26;;;;0.26;;0
;;NH4-N;mg/L;1988;;0;;0;;0;;0;;0.08;;0
;;NH4-N;mg/L;1989;;0;;0.16;;0;;0.05;;0;;0.28
;;NH4-N;mg/L;1990;;0.1;;0.18;;0.23;;0;;0;;0.26
;;NH4-N;mg/L;1991;;0.2;;0.4;;0.18;;0.1;;0.05;;0.12
;;NH4-N;mg/L;1992;;0.2;;0.1;;0.34;;0.2;;0.32;;0.2
;;NH4-N;mg/L;1994;;0;;0.4;;0.12;;0;;0;;0.5
;;NH4-N;mg/L;1995;;0.26;;0;;0;;0;;0;;0.1
;;NH4-N;mg/L;1996;;;;0.1;;0.08;;0.37;;0;;0.1
;;NH4-N;mg/L;1997;;0;;0.23;;0;;0;;0;;0.15
;;NH4-N;mg/L;1998;;0.2;;0.15;;0.5;;0;;0;;
;;NH4-N;mg/L;1999;;0.5;;0.76;;0.2;;0;;0.1;;0.2
;;NH4-N;mg/L;2000;;0.2;;0;;0.2;;0.32;;0;;0.12
;;NH4-N;mg/L;2001;;0.08;;0.12;;0;;0;;0;;
;;NH4-N;mg/L;2002;;0;;0.26;;0;;0.18;;0;;
;;NH4-N;mg/L;2003;;0.2;;0.1;;0.23;;0.15;;0;;
;;NH4-N;mg/L;2004;;0.46;;1.8;;0.2;;0;;0.08;;
;;NH4-N;mg/L;2005;;0.53;;0.23;;0.2;;0.08;;0;;
;;NH4-N;mg/L;2006;;0.32;;0.26;;0.12;;0;;0.12;;
;;NH4-N;mg/L;2007;;0.16;;0.24;;0.27;;;;;;
;;NH4-N;mg/L;2008;;0;;0;;0.21;;0;;0.15;;
;;NH4-N;mg/L;2009;;0.27;;0;;0;;;;;;
;;NH4-N;mg/L;2010;;0.26;;0;;0;;0.14;;0;;
;;NH4-N;mg/L;2011;;0;;0.02;;0;;;;;;
;;NH4-N;mg/L;2012;;0.18;;0.27;;;;0.09;;0.08;;
;;NH4-N;mg/L;2013;;0.14;;0.08;;0;;0.02;;0.01;;
;NO2-N;;;;;;;;;;;;;;;
;;NO2-N;mg/L;1985;;;;0.008;;0.03;;0.04;;0.024;;0
;;NO2-N;mg/L;1986;;;0;0;;0.022;;0;;0;;0
;;NO2-N;mg/L;1987;;0;;0;;0.008;;;;0;;0.022
;;NO2-N;mg/L;1988;;0;;0;;0;;0;;0;;0.007
;;NO2-N;mg/L;1989;;0;;0.005;;0;;0.005;;0.004;;0.009
;;NO2-N;mg/L;1990;;0.007;;0.01;;0.01;;0;;0;;0.01
;;NO2-N;mg/L;1991;;0;;0.012;;0.005;;0;;0.004;;0.01
;;NO2-N;mg/L;1992;;0.005;;0.007;;0.02;;0.052;;0;;0
;;NO2-N;mg/L;1994;;0;;0;;0;;0.005;;0.005;;0.018
;;NO2-N;mg/L;1995;;0.012;;0.025;;0.031;;0;;0;;0
;;NO2-N;mg/L;1996;;;;0;;0.004;;0;;0;;0.008
;;NO2-N;mg/L;1997;;0.017;;0.003;;0;;0.005;;0;;0
;;NO2-N;mg/L;1998;;0.027;;0;;0;;0;;0;;
;;NO2-N;mg/L;1999;;0;;0;;0.014;;0;;0;;0
;;NO2-N;mg/L;2000;;0;;0;;0.008;;0.007;;0;;0
;;NO2-N;mg/L;2001;;0;;0;;0;;0;;0;;
;;NO2-N;mg/L;2002;;0;;0;;0.008;;0;;0;;
;;NO2-N;mg/L;2003;;0;;0;;0.054;;0;;0;;
;;NO2-N;mg/L;2004;;0.01;;0;;0;;0;;0;;
;;NO2-N;mg/L;2005;;0;;0;;0;;0;;0;;
;;NO2-N;mg/L;2006;;0;;0.007;;0.005;;0;;0.01;;
;;NO2-N;mg/L;2007;;0;;0;;0.01;;;;;;
;;NO2-N;mg/L;2008;;0;;0;;0;;0;;0;;
;;NO2-N;mg/L;2009;;0;;0;;0;;;;;;
;;NO2-N;mg/L;2010;;0;;0;;0.01;;0;;0;;
;;NO2-N;mg/L;2011;;0;;0;;0;;;;;;
;;NO2-N;mg/L;2012;;0;;0;;;;0;;0;;
;;NO2-N;mg/L;2013;;0;;0;;0.04;;0.04;;0.015;;
;NO3-N;;;;;;;;;;;;;;;
;;NO3-N;mg/L;1985;;;;0.95;;0.65;;0.75;;2.95;;1
;;NO3-N;mg/L;1986;;;1.8;0.75;;0.6;;0;;19.3;;0.3
;;NO3-N;mg/L;1987;;0.7;;0.8;;18.9;;;;0.35;;0.4
;;NO3-N;mg/L;1988;;0.75;;0.75;;0.7;;0.55;;0.75;;0.8
;;NO3-N;mg/L;1989;;1.25;;0.8;;0.9;;0.25;;0.33;;0.25
;;NO3-N;mg/L;1990;;0.01;;0.02;;0.01;;0.02;;0.01;;0.01
;;NO3-N;mg/L;1991;;0.01;;0.02;;0.02;;0.01;;0.03;;0.01
;;NO3-N;mg/L;1992;;0.02;;0.02;;0.03;;0.02;;0.01;;0.01
;;NO3-N;mg/L;1994;;0.02;;0.02;;3.9;;0.4;;0.9;;1.4
;;NO3-N;mg/L;1995;;0.8;;1.4;;2.5;;0;;0;;0
;;NO3-N;mg/L;1996;;;;0.53;;1.1;;0.5;;1.4;;0.6
;;NO3-N;mg/L;1997;;1;;0.6;;0;;1;;0.8;;0.5
;;NO3-N;mg/L;1998;;1.5;;0;;0;;1;;2.3;;
;;NO3-N;mg/L;1999;;0.8;;0.4;;1.6;;1.4;;1.75;;0.25
;;NO3-N;mg/L;2000;;0.6;;1.6;;0.8;;1.05;;0;;0.8
;;NO3-N;mg/L;2001;;1.35;;1.9;;0.4;;1.1;;0.3;;
;;NO3-N;mg/L;2002;;0.4;;0.5;;1;;0.9;;0.6;;
;;NO3-N;mg/L;2003;;1.05;;0.8;;0.9;;0;;1;;
;;NO3-N;mg/L;2004;;0.7;;1;;0.7;;0.4;;0.4;;
;;NO3-N;mg/L;2005;;0.8;;1.9;;1;;0.6;;0.6;;
;;NO3-N;mg/L;2006;;0.8;;0.7;;0.8;;0.9;;3.2;;
;;NO3-N;mg/L;2007;;0.56;;0.7;;0;;;;;;
;;NO3-N;mg/L;2008;;1.1;;0.4;;0;;0;;0.8;;
;;NO3-N;mg/L;2009;;0.1;;0.5;;0;;;;;;
;;NO3-N;mg/L;2010;;0.8;;0;;1.3;;0.2;;0;;
;;NO3-N;mg/L;2011;;0;;0.4;;0.6;;;;;;
;;NO3-N;mg/L;2012;;0.4;;2.8;;;;0;;1.3;;
;;NO3-N;mg/L;2013;;2.4;;1.8;;2;;1;;0.6;;
;o-PO4;;;;;;;;;;;;;;;
;;o-PO4;mg/L;1985;;;;0.05;;0.21;;1.46;;0.56;;0.27
;;o-PO4;mg/L;1986;;;0.16;0;;0.39;;0;;0.08;;0.11
;;o-PO4;mg/L;1987;;0.03;;0.18;;0.11;;;;0.05;;0.32
;;o-PO4;mg/L;1988;;0.19;;0.37;;0.1;;0.3;;0.16;;0.11
;;o-PO4;mg/L;1989;;0.26;;0.08;;0.11;;0.1;;0;;0.05
;;o-PO4;mg/L;1990;;0.11;;0.04;;0.16;;0.24;;0.08;;0.17
;;o-PO4;mg/L;1991;;0.13;;0.2;;0.23;;0.19;;0.1;;0.12
;;o-PO4;mg/L;1992;;0.26;;0.16;;0.06;;0.26;;0.16;;0.13
;;o-PO4;mg/L;1994;;0.16;;0.16;;0.15;;0.08;;0;;0.11
;;o-PO4;mg/L;1995;;0.17;;0.13;;0.38;;0.21;;0.19;;0.07
;;o-PO4;mg/L;1996;;;;0.07;;0.08;;0.05;;0.13;;0.2
;;o-PO4;mg/L;1997;;0.12;;0.12;;0;;0.11;;0.08;;0.08
;;o-PO4;mg/L;1998;;0.15;;0.09;;0;;0;;0.23;;
;;o-PO4;mg/L;1999;;0.2;;0.08;;0.13;;0.2;;0.08;;0
;;o-PO4;mg/L;2000;;0;;0.12;;0.2;;0.2;;0;;0.2
;;o-PO4;mg/L;2001;;0.07;;0.11;;0.2;;0.16;;0;;
;;o-PO4;mg/L;2002;;0.05;;0;;0.13;;0.12;;0;;
;;o-PO4;mg/L;2003;;0.12;;0;;0.15;;0;;0.1;;
;;o-PO4;mg/L;2004;;0.08;;0.13;;0.09;;0.11;;0;;
;;o-PO4;mg/L;2005;;0.1;;0.11;;0.41;;0.08;;0.06;;
;;o-PO4;mg/L;2006;;0.09;;0;;0.27;;0.12;;0.65;;
;;o-PO4;mg/L;2007;;0.07;;0.1;;0.06;;;;;;
;;o-PO4;mg/L;2008;;0.24;;0;;0.01;;0.03;;0.18;;
;;o-PO4;mg/L;2009;;0.06;;0;;0.04;;;;;;
;;o-PO4;mg/L;2010;;0.13;;0.08;;0.41;;0.08;;0.09;;
;;o-PO4;mg/L;2011;;0.06;;0.04;;0;;;;;;
;;o-PO4;mg/L;2012;;0.23;;0.1;;;;0.08;;0;;
;;o-PO4;mg/L;2013;;0.11;;0;;0.04;;;;0.01;;
;P-Al;;;;;;;;;;;;;;;
;;P-Al;mg/L;2003;;;;;;0;;20;;0;;
;;P-Al;mg/L;2004;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2005;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2006;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2007;;0;;0;;0;;;;;;
;;P-Al;mg/L;2008;;50;;0;;0;;0;;0;;
;;P-Al;mg/L;2009;;0;;0;;0;;;;;;
;;P-Al;mg/L;2010;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2011;;0;;0;;0;;;;;;
;;P-Al;mg/L;2012;;0;;32.4;;;;12;;14.4;;
;;P-Al;mg/L;2013;;0;;0;;0;;13.8;;26.4;;
;Pb;;;;;;;;;;;;;;;
;;Pb;µg/L;1987;;;;16;;7;;;;14;;
;;Pb;µg/L;1988;;;;17;;;;11;;;;
;;Pb;µg/L;2013;;2.9;;;;;;;;7.3;;
;pH;;;;;;;;;;;;;;;
;;pH;-;1985;;;;8.4;;8.5;;8.3;;8.1;;8.4
;;pH;-;1986;;;7.8;7.9;;8.6;;8.1;;8;;8.2
;;pH;-;1987;;7.7;;8.1;;8;;;;8.2;;8.2
;;pH;-;1988;;8.3;;8.5;;8.1;;8.3;;8.6;;8.4
;;pH;-;1989;;8.7;;8.6;;8.8;;8.2;;8.6;;7.9
;;pH;-;1990;;7.3;;8.4;;8.6;;8.3;;8.3;;8.1
;;pH;-;1991;;7.8;;7.7;;8;;7.8;;7.8;;7.8
;;pH;-;1992;;7.4;;7.5;;7.2;;7.9;;7.8;;7.5
;;pH;-;1994;;7.6;;7.9;;8.2;;8.1;;8.7;;8.5
;;pH;-;1995;;8.6;;8.6;;8.5;;8.7;;8.6;;7.1
;;pH;-;1996;;;;7.8;;7.2;;7.5;;7.6;;7
;;pH;-;1997;;7.2;;8.3;;8;;8;;8;;8.1
;;pH;-;1998;;8;;8;;8;;7.9;;8.1;;
;;pH;-;1999;;8;;8.1;;8.2;;8;;7.9;;7.9
;;pH;-;2000;;7.6;;7.7;;7.8;;7.7;;7.9;;7.5
;;pH;-;2001;;7.6;;8;;7.9;;8.1;;8;;
;;pH;-;2002;;7.8;;7.7;;8;;8;;7.9;;
;;pH;-;2003;;7.7;;8.2;;8.1;;8.3;;8.2;;
;;pH;-;2004;;8.2;;8;;8;;8.1;;8.1;;
;;pH;-;2005;;7.9;;7.6;;7.2;;8;;8;;
;;pH;-;2006;;7.8;;7.5;;7.9;;7.6;;7.9;;
;;pH;-;2007;;8.1;;7.8;;7.8;;;;;;
;;pH;-;2008;;8;;8.1;;8.2;;8.4;;8.4;;
;;pH;-;2009;;8.5;;7.73;;8.09;;;;;;
;;pH;-;2010;;7.8;;8.2;;8;;8;;7.9;;
;;pH;-;2011;;7.9;;8.3;;8.1;;;;;;
;;pH;-;2012;;7.9;;8.1;;;;8.4;;8.3;;
;;pH;-;2013;;7.9;;8.2;;8.2;;8.4;;8.1;;
;pV;;;;;;;;;;;;;;;
;;pV;mg O2/l;1985;;;;0.8;;1.52;;0.56;;1.92;;1.2
;;pV;mg O2/l;1986;;;1.76;1.44;;2.38;;1.64;;1.23;;2.3
;;pV;mg O2/l;1987;;2.3;;3.4;;2.91;;;;2.13;;3.2
;;pV;mg O2/l;1988;;0.64;;2.8;;2.32;;1.84;;1.84;;2.08
;;pV;mg O2/l;1989;;1.04;;2.08;;2.24;;1.6;;1.68;;0.24
;;pV;mg O2/l;1990;;0.008;;1.33;;1.2;;2.13;;1.8;;2.87
;;pV;mg O2/l;1991;;1.8;;2.6;;2;;1.84;;1.28;;0.8
;;pV;mg O2/l;1992;;2.24;;1.68;;1.6;;1.84;;0.8;;1.84
;;pV;mg O2/l;1994;;1.2;;1.12;;1.52;;2;;1.44;;1.6
;;pV;mg O2/l;1995;;3.36;;12.4;;1.68;;1.52;;0.96;;2.4
;;pV;mg O2/l;1996;;;;0.07;;1.28;;2.32;;0.88;;3.44
;;pV;mg O2/l;1997;;2;;3.04;;2;;1.12;;1.44;;1.44
;;pV;mg O2/l;1998;;2;;2;;2.08;;1.68;;1.28;;
;;pV;mg O2/l;1999;;3.28;;2.32;;1.6;;1.84;;1.84;;2.08
;;pV;mg O2/l;2000;;1.44;;1.28;;1.76;;2;;1.76;;2.08
;;pV;mg O2/l;2001;;2.24;;2.16;;2.4;;1.84;;1.68;;
;;pV;mg O2/l;2002;;1.04;;3.68;;2.48;;1.12;;2.72;;
;;pV;mg O2/l;2003;;2.8;;2.56;;1.92;;1.76;;1.52;;
;;pV;mg O2/l;2004;;3.28;;1.92;;2;;1.68;;1.28;;
;;pV;mg O2/l;2005;;3.52;;2;;2.56;;1.92;;1.6;;
;;pV;mg O2/l;2006;;2.72;;2.56;;2.56;;2.16;;2.56;;
;;pV;mg O2/l;2007;;1.84;;2.16;;3.28;;;;;;
;;pV;mg O2/l;2008;;2.64;;1.92;;2.8;;2.88;;1.6;;
;;pV;mg O2/l;2009;;2.8;;2.56;;2.56;;;;;;
;;pV;mg O2/l;2010;;1.84;;0.8;;2.4;;2.24;;0.8;;
;;pV;mg O2/l;2011;;2.4;;2.48;;2.64;;;;;;
;;pV;mg O2/l;2012;;3.74;;2.38;;;;2.56;;1.85;;
;;pV;mg O2/l;2013;;2.42;;1.46;;2.74;;2.67;;2.4;;
;Qanlik;;;;;;;;;;;;;;;
;;Qanlik;m3/s;2004;;121;;10;;152;;21.5;;5;;
;;Qanlik;m3/s;2005;;300;;75;;102;;15;;40;;
;;Qanlik;m3/s;2006;;90.6;;240;;170;;88.9;;10;;
;;Qanlik;m3/s;2007;;8;;;;158;;;;;;
;;Qanlik;m3/s;2008;;10;;55;;147;;5;;2.9;;
;;Qanlik;m3/s;2009;;2.6;;38;;0.1;;;;;;
;;Qanlik;m3/s;2010;;170;;;;20;;10;;50;;
;;Qanlik;m3/s;2011;;0;;0;;0;;;;;;
;;Qanlik;m3/s;2012;;;;;;;;;;;;
;;Qanlik;m3/s;2013;;200;;260;;;;;;;;
;SO4=;;;;;;;;;;;;;;;
;;SO4=;mg/L;1985;;;;48;;51;;46;;78;;68
;;SO4=;mg/L;1986;;;51;64;;58;;48;;48;;39
;;SO4=;mg/L;1987;;49;;39;;45;;;;44.1;;51
;;SO4=;mg/L;1988;;48;;36;;28;;40;;46;;39
;;SO4=;mg/L;1989;;57;;4;;48;;40;;36;;37
;;SO4=;mg/L;1990;;44;;62;;51;;71;;66;;57
;;SO4=;mg/L;1992;;52;;71;;40;;40;;60;;53
;;SO4=;mg/L;1994;;83;;83;;71;;79;;66;;85
;;SO4=;mg/L;1995;;62;;70;;79;;60;;72;;77
;;SO4=;mg/L;1996;;;;53;;62;;47;;74;;51
;;SO4=;mg/L;1997;;56;;39;;49;;60;;52;;47
;;SO4=;mg/L;1998;;39;;49;;45;;74;;88;;
;;SO4=;mg/L;1999;;44;;49;;66;;68;;74;;47
;;SO4=;mg/L;2000;;60;;97;;68;;74;;53;;71
;;SO4=;mg/L;2001;;68;;62;;59;;76;;60;;
;;SO4=;mg/L;2002;;71;;57;;66;;68;;62;;
;;SO4=;mg/L;2003;;47;;47;;65;;48;;68;;
;;SO4=;mg/L;2004;;23;;51;;49;;49;;45;;
;;SO4=;mg/L;2005;;37;;39;;60;;35;;35;;
;;SO4=;mg/L;2006;;39;;74;;53;;57;;100;;
;;SO4=;mg/L;2007;;54.6;;54;;34.2;;;;;;
;;SO4=;mg/L;2008;;81.3;;47.2;;42.5;;37.9;;78.2;;
;;SO4=;mg/L;2009;;37.2;;41.9;;40.5;;;;;;
;;SO4=;mg/L;2010;;30.3;;32.9;;61.9;;23.6;;38.1;;
;;SO4=;mg/L;2011;;0.8;;54.5;;42.8;;;;;;
;;SO4=;mg/L;2012;;29.7;;65;;;;35.6;;57.2;;
;;SO4=;mg/L;2013;;23.1;;24.4;;23.9;;32.5;;26.6;;
;SS;;;;;;;;;;;;;;;
;;SS;mg/L;1985;;;;78;;32;;24;;57;;39
;;SS;mg/L;1986;;;25;30;;60;;32;;61;;81
;;SS;mg/L;1987;;39;;88;;25;;;;23;;210
;;SS;mg/L;1988;;35;;38;;89;;33;;109;;110
;;SS;mg/L;1989;;23;;14;;42;;56;;50;;43
;;SS;mg/L;1990;;84;;57;;32;;61;;72;;87
;;SS;mg/L;1991;;63;;63;;28;;61;;53;;43
;;SS;mg/L;1992;;41;;19;;29;;53;;35;;51
;;SS;mg/L;1994;;13;;11;;20;;41;;31;;19
;;SS;mg/L;1995;;110;;34;;19;;22;;15;;25
;;SS;mg/L;1996;;;;37;;22;;37;;18;;158
;;SS;mg/L;1997;;30;;70;;20;;18;;18;;24
;;SS;mg/L;1998;;27;;20;;10;;15;;10;;
;;SS;mg/L;1999;;30;;15;;10;;17;;15;;14
;;SS;mg/L;2000;;11;;11;;12;;11;;10;;10
;;SS;mg/L;2001;;10;;13;;10;;12;;10;;
;;SS;mg/L;2002;;11;;21;;15;;20;;20;;
;;SS;mg/L;2003;;18;;21;;10;;15;;10;;
;;SS;mg/L;2004;;22;;13;;25;;10;;15;;
;;SS;mg/L;2005;;70;;20;;31;;10;;15;;
;;SS;mg/L;2006;;20;;12;;25;;18;;20;;
;;SS;mg/L;2007;;15;;10;;10;;;;;;
;;SS;mg/L;2008;;12;;8;;38;;30;;0.2;;
;;SS;mg/L;2009;;5;;7;;3;;;;;;
;;SS;mg/L;2010;;50;;7;;20;;4;;4;;
;;SS;mg/L;2011;;21;;11;;15;;;;;;
;;SS;mg/L;2012;;43;;12;;;;17;;17;;
;;SS;mg/L;2013;;13;;6;;5;;2;;6;;
;T;;;;;;;;;;;;;;;
;;T;°C;1985;;;;10;;21;;22;;10.5;;6
;;T;°C;1986;;;5;13;;26;;23;;11;;9
;;T;°C;1987;;6;;10;;23;;;;14;;6
;;T;°C;1988;;3;;10;;20;;23;;12;;0
;;T;°C;1989;;3;;11;;16;;21;;13;;1
;;T;°C;1990;;3;;16;;19;;20;;12;;7
;;T;°C;1991;;7;;8;;21;;22;;18;;4
;;T;°C;1992;;1;;11;;19;;21;;14;;2
;;T;°C;1994;;5;;13;;22;;23;;12;;7
;;T;°C;1995;;5;;9;;23;;26;;14;;6
;;T;°C;1996;;;;11;;22;;20;;13;;9
;;T;°C;1997;;3;;6;;18;;24;;12;;10
;;T;°C;1998;;4;;10;;17;;25;;15;;
;;T;°C;1999;;4;;11;;24;;24;;16;;10
;;T;°C;2000;;5;;14;;22;;22;;13;;7
;;T;°C;2001;;5;;12;;25;;25;;16;;
;;T;°C;2002;;10;;11;;25;;22;;17;;
;;T;°C;2003;;3;;10;;32.2;;29;;15.6;;
;;T;°C;2004;;3;;12;;23;;21.5;;19;;
;;T;°C;2005;;8;;13;;23;;22;;13;;
;;T;°C;2006;;4;;13;;25;;26;;11;;
;;T;°C;2007;;9.4;;17;;26.6;;;;;;
;;T;°C;2008;;15.3;;14.3;;25;;24.9;;15.2;;
;;T;°C;2009;;7.6;;18.7;;26.9;;;;;;
;;T;°C;2010;;12;;16;;28;;25;;18;;
;;T;°C;2011;;23;;24;;27;;;;;;
;;T;°C;2012;;24;;26;;;;26;;25;;
;;T;°C;2013;;23;;18;;19;;27;;23;;
;TDS;;;;;;;;;;;;;;;
;;TDS;mg/L;1985;;;;149;;203;;369;;475;;314
;;TDS;mg/L;1986;;;229;142;;193;;179;;239;;44
;;TDS;mg/L;1987;;162;;99;;232;;;;319;;298
;;TDS;mg/L;1988;;470;;204;;192;;320;;249;;158
;;TDS;mg/L;1989;;308;;237;;238;;248;;66;;246
;;TDS;mg/L;1990;;161;;175;;252;;243;;124;;195
;;TDS;mg/L;1991;;192;;149;;166;;132;;195;;158
;;TDS;mg/L;1992;;159;;283;;194;;238;;134;;211
;;TDS;mg/L;1994;;218;;273;;259;;196;;220;;281
;;TDS;mg/L;1995;;226;;11988;;300;;176;;175;;137
;;TDS;mg/L;1996;;;;134;;176;;115;;249;;96
;;TDS;mg/L;1997;;212;;162;;194;;218;;225;;180
;;TDS;mg/L;1998;;160;;133;;180;;235;;325;;
;;TDS;mg/L;1999;;170;;155;;236;;235;;250;;170
;;TDS;mg/L;2000;;141;;255;;215;;270;;180;;295
;;TDS;mg/L;2001;;250;;220;;190;;255;;240;;
;;TDS;mg/L;2002;;250;;210;;243;;146;;248;;
;;TDS;mg/L;2003;;186;;189;;229;;182;;300;;
;;TDS;mg/L;2004;;167;;188;;182;;173;;194;;
;;TDS;mg/L;2005;;157;;172;;212;;164;;224;;
;;TDS;mg/L;2006;;162;;160;;210;;202;;417;;
;;TDS;mg/L;2007;;221;;264;;161;;;;;;
;;TDS;mg/L;2008;;312;;205;;191;;191;;319;;
;;TDS;mg/L;2009;;185;;170.9;;197;;;;;;
;;TDS;mg/L;2010;;112;;184;;277;;188;;156;;
;;TDS;mg/L;2011;;194;;233;;214;;;;;;
;;TDS;mg/L;2012;;157;;285;;;;214;;284;;
;;TDS;mg/L;2013;;145;;162;;163;;246;;180;;
;TH;;;;;;;;;;;;;;;
;;TH;mg/l CaCO3;1985;;;;125;;150;;215;;290;;220
;;TH;mg/l CaCO3;1986;;;120;180;;175;;160;;140;;110
;;TH;mg/l CaCO3;1995;;120;;;;;;;;;;
;;TH;mg/l CaCO3;1997;;135;;115;;135;;160;;150;;90
;;TH;mg/l CaCO3;1998;;100;;90;;100;;135;;235;;
;;TH;mg/l CaCO3;1999;;100;;105;;155;;180;;170;;110
;;TH;mg/l CaCO3;2000;;110;;195;;150;;175;;120;;155
;;TH;mg/l CaCO3;2001;;125;;125;;125;;170;;150;;
;;TH;mg/l CaCO3;2002;;140;;120;;150;;145;;145;;
;;TH;mg/l CaCO3;2003;;125;;105;;140;;125;;150;;
;;TH;mg/l CaCO3;2004;;75;;95;;135;;100;;110;;
;;TH;mg/l CaCO3;2005;;70;;105;;130;;110;;215;;
;;TH;mg/l CaCO3;2006;;75;;140;;130;;150;;235;;
;;TH;mg/l CaCO3;2007;;170;;170;;85;;;;;;
;;TH;mg/l CaCO3;2008;;185;;145;;105;;115;;190;;
;;TH;mg/l CaCO3;2009;;105;;95;;140;;;;;;
;;TH;mg/l CaCO3;2010;;85;;125;;160;;120;;10.5;;
;;TH;mg/l CaCO3;2011;;125;;155;;155;;;;;;
;;TH;mg/l CaCO3;2012;;11.3;;13.2;;;;13.5;;21;;
;;TH;mg/l CaCO3;2013;;89.9;;80.1;;10.3;;14.3;;;;
;TKN;;;;;;;;;;;;;;;
;;TKN;mg/L;2010;;;;;;;;;;;;
;;TKN;mg/L;2011;;;;;;;;;;;;
;;TKN;mg/L;2012;;0.4;;0.5;;;;0.5;;0.4;;
;;TKN;mg/L;2013;;0.3;;0;;0.7;;0.4;;1;;
;Top.N;;;;;;;;;;;;;;;
;;Top.N;mg/L;2010;;;;;;;;;;;;
;;Top.N;mg/L;2011;;;;;;;;;;;;
;;Top.N;mg/L;2012;;;;;;;;;;;;
;;Top.N;mg/L;2013;;;;;;;;;;;;
;Top.P;;;;;;;;;;;;;;;
;;Top.P;mg/L;2010;;;;;;;;;;;;
;;Top.P;mg/L;2011;;;;;;;;;;;;
;;Top.P;mg/L;2012;;;;;;;;;;;;
;;Top.P;mg/L;2013;;;;;;;;;;;;
;Turb;;;;;;;;;;;;;;;
